2024-06-27 17:40:21,879: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-27 17:40:23,660: alpaca.trading.stream: INFO: connected to: BaseURL.TRADING_STREAM_PAPER
2024-06-27 17:40:24,577: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-27 17:40:24,577: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-27 17:40:24,577: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-27 17:40:24,577: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-27 17:40:24,585: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-27 17:40:24
2024-06-27 17:40:24,585: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:36,953: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,189: root: INFO: New market order of | 958.0 USD buy | at price $62.651998901367186 of class bracket with status unprocessed was submitted.
2024-06-27 17:40:38,205: root: INFO: MLTrader : Trading iteration ended at 2024-06-27 17:40:38
2024-06-27 17:40:38,205: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,205: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,205: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,205: root: INFO: market order of | 958.0 USD buy | at price $62.651998901367186 of class bracket with status new was sent to broker backtesting
2024-06-27 17:40:38,205: root: INFO: market order of | 958.0 USD buy | at price $62.651998901367186 of class bracket with status new was sent to broker backtesting
2024-06-27 17:40:38,205: root: INFO: Filled Transaction: buy 958.0 of USD at 52.20999908 USD per share
2024-06-27 17:40:38,220: root: INFO: market order of | 958.0 USD buy | at price $62.651998901367186 of class bracket with status new was filled
2024-06-27 17:40:38,227: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-06-27 17:40:38,227: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-27 17:40:38,227: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-27 17:40:38,227: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-06-27 17:40:38,227: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,227: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,227: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,227: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,227: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-27 17:40:38,243: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,243: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,243: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,258: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-27 17:40:38,258: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-27 17:40:38,258: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,258: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,258: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-27 17:40:38,274: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,274: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,289: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-06-27 17:40:38,289: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-27 17:40:38,289: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-27 17:40:38
2024-06-27 17:40:38,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,289: root: INFO: MLTrader : Trading iteration ended at 2024-06-27 17:40:38
2024-06-27 17:40:38,289: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,305: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,305: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-06-27 17:40:38,305: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-06-27 17:40:38,305: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-06-27 17:40:38,305: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-27 17:40:38
2024-06-27 17:40:38,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,321: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,321: root: INFO: MLTrader : Trading iteration ended at 2024-06-27 17:40:38
2024-06-27 17:40:38,321: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,321: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,321: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,321: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,321: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,327: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,327: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-06-27 17:40:38,327: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-06-27 17:40:38,327: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-06-27 17:40:38,327: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-27 17:40:38
2024-06-27 17:40:38,327: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,327: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,343: root: INFO: MLTrader : Trading iteration ended at 2024-06-27 17:40:38
2024-06-27 17:40:38,343: root: INFO: Getting historical prices for USD, 1 bars, 
2024-06-27 17:40:38,343: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-27 17:40:38,343: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
