2024-06-25 16:37:33,933: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-06-25 16:37:36,422: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-06-25 16:37:36,451: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-06-25 16:37:36,454: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-06-25 16:37:36,454: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-06-25 16:37:36,457: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-06-25 16:37:36
2024-06-25 16:37:36,459: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:36,616: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,745: root: INFO: New market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-06-25 16:37:37,758: root: INFO: MLTrader : Trading iteration ended at 2024-06-25 16:37:37
2024-06-25 16:37:37,758: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,758: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,760: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,761: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-25 16:37:37,762: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-06-25 16:37:37,762: root: INFO: Filled Transaction: buy 106.0 of SPY at 469.48999023 USD per share
2024-06-25 16:37:37,762: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-06-25 16:37:37,775: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-06-25 16:37:37,778: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-06-25 16:37:37,778: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-06-25 16:37:37,782: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-06-25 16:37:37,783: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,783: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,784: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,785: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,786: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,789: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,791: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,791: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,793: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,793: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,793: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,794: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,796: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-25 16:37:37,797: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,797: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,798: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,799: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,799: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,802: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-06-25 16:37:37,803: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-06-25 16:37:37,803: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-06-25 16:37:37,804: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,806: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-06-25 16:37:37,806: root: INFO: Getting historical prices for SPY, 1 bars, 
